#GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	DATE	GO ASPECT
UniProtKB	O88623-2	Usp2	involved_in	GO:0032922	circadian regulation of gene expression	ECO:0000315	IMP	PMID:26756164		10090	UniProt	has_input(UniProtKB:Q99MJ6),occurs_in(UBERON:0001204)	20220204	P
UniProtKB	P61295	Hand2	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P61296	10116	RGD	has_input(UniProtKB:P18075),occurs_in(UBERON:0000948),happens_during(GO:0033554)|has_input(UniProtKB:O75094),occurs_in(UBERON:0000948),happens_during(GO:0033554)|has_input(UniProtKB:P63096),occurs_in(UBERON:0000948),happens_during(GO:0033554)|has_input(UniProtKB:P41091),occurs_in(UBERON:0000948),happens_during(GO:0033554)|has_input(UniProtKB:O14607),occurs_in(UBERON:0000948),happens_during(GO:0033554)	20160607	P
UniProtKB	P61296	HAND2	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000315	IMP	PMID:24161931		9606	BHF-UCL	has_input(UniProtKB:P18075),occurs_in(UBERON:0000948),happens_during(GO:0033554)|has_input(UniProtKB:O75094),occurs_in(UBERON:0000948),happens_during(GO:0033554)|has_input(UniProtKB:P63096),occurs_in(UBERON:0000948),happens_during(GO:0033554)|has_input(UniProtKB:P41091),occurs_in(UBERON:0000948),happens_during(GO:0033554)|has_input(UniProtKB:O14607),occurs_in(UBERON:0000948),happens_during(GO:0033554)	20160607	P
UniProtKB	O35800	Hif1a	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q16665	10116	RGD	has_input(UniProtKB:P35968),occurs_in(CL:0000071)	20171116	P
UniProtKB	Q16665	HIF1A	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000315	IMP	PMID:26879375		9606	BHF-UCL	has_input(UniProtKB:P35968),occurs_in(CL:0000071)	20171116	P
UniProtKB	P01579	IFNG	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P01580	9606	ARUK-UCL	regulates_o_occurs_in(CL:0002476),has_input(UniProtKB:Q9NP59)|regulates_o_occurs_in(CL:0002476),has_input(UniProtKB:P16118)|regulates_o_occurs_in(CL:0000129),has_input(UniProtKB:P16118)|regulates_o_occurs_in(CL:0000129),has_input(UniProtKB:Q9NP59)	20190423	P
UniProtKB	P01580	Ifng	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000314	IDA	PMID:29061364		10090	ARUK-UCL	regulates_o_occurs_in(CL:0002476),has_input(UniProtKB:Q9JHI9)|regulates_o_occurs_in(CL:0002476),has_input(UniProtKB:P70266)|regulates_o_occurs_in(CL:0000129),has_input(UniProtKB:P70266)|regulates_o_occurs_in(CL:0000129),has_input(UniProtKB:Q9JHI9)	20190423	P
UniProtKB	P01580	Ifng	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000314	IDA	PMID:29061364		10090	ARUK-UCL	regulates_o_occurs_in(CL:0000129),has_input(UniProtKB:Q61830)	20190423	P
UniProtKB	P01581	Ifng	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:107656	10116	RGD	regulates_o_occurs_in(CL:0000129),has_input(UniProtKB:Q61830)	20190423	P
UniProtKB	P01579	IFNG	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P01580	9606	ARUK-UCL	regulates_o_occurs_in(CL:0000129),has_input(UniProtKB:P22897)	20190423	P
UniProtKB	P05019	IGF1	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000314	IDA	PMID:29167509		9606	BHF-UCL	has_input(UniProtKB:O75339),occurs_in(CL:2000066)	20180516	P
UniProtKB	P08025	Igf1	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P05019	10116	RGD	has_input(UniProtKB:O75339),occurs_in(CL:2000066)	20180516	P
UniProtKB	P05017	Igf1	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000314	IDA	PMID:19933931		10090	BHF-UCL	has_input(RNAcentral:URS000069B691_10090),occurs_in(CL:0000746)	20210524	P
UniProtKB	P08025	Igf1	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:96432	10116	RGD	has_input(RNAcentral:URS000069B691_10090),occurs_in(CL:0000746)	20210524	P
UniProtKB	P01308	INS	acts_upstream_of	GO:0010629	negative regulation of gene expression	ECO:0000314	IDA	PMID:31501273		9606	ARUK-UCL	occurs_in(CL:0000540),has_input(UniProtKB:P61978)	20210717	P
UniProtKB	P01308	INS	acts_upstream_of	GO:0010629	negative regulation of gene expression	ECO:0000314	IDA	PMID:31501273		9606	ARUK-UCL	occurs_in(CL:0000540),has_input(RNAcentral:URS0000591950_9606)	20210717	P
UniProtKB	P01323	Ins2	acts_upstream_of	GO:0010629	negative regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P01308	10116	RGD	occurs_in(CL:0000540),has_input(UniProtKB:P61978)	20210717	P
UniProtKB	A0A0G2JVU1	Itgb8	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P26012	10116	RGD	has_input(UniProtKB:P26006),has_input(UniProtKB:P13612),has_input(UniProtKB:P23229),has_input(UniProtKB:Q13683),has_input(UniProtKB:Q9UKX5),has_input(UniProtKB:P06756),has_input(UniProtKB:P05556),has_input(UniProtKB:P18084),occurs_in(CL:0002540)	20140804	P
UniProtKB	D3ZP06	Itgb8	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P26012	10116	RGD	has_input(UniProtKB:P26006),has_input(UniProtKB:P13612),has_input(UniProtKB:P23229),has_input(UniProtKB:Q13683),has_input(UniProtKB:Q9UKX5),has_input(UniProtKB:P06756),has_input(UniProtKB:P05556),has_input(UniProtKB:P18084),occurs_in(CL:0002540)	20140804	P
UniProtKB	P26012	ITGB8	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000315	IMP	PMID:24312400		9606	UniProt	has_input(UniProtKB:P26006),has_input(UniProtKB:P13612),has_input(UniProtKB:P23229),has_input(UniProtKB:Q13683),has_input(UniProtKB:Q9UKX5),has_input(UniProtKB:P06756),has_input(UniProtKB:P05556),has_input(UniProtKB:P18084),occurs_in(CL:0002540)	20140804	P
UniProtKB	A0A0G2K5I7	Kdm4a	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:O75164	10116	RGD	has_input(UniProtKB:O95352),has_input(UniProtKB:Q5MNZ9),has_input(UniProtKB:Q6ZNE5)	20150925	P
UniProtKB	D4A2N4	Kdm4a	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:O75164	10116	RGD	has_input(UniProtKB:O95352),has_input(UniProtKB:Q5MNZ9),has_input(UniProtKB:Q6ZNE5)	20150925	P
UniProtKB	O75164	KDM4A	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000315	IMP	PMID:25660547		9606	ParkinsonsUK-UCL	has_input(UniProtKB:O95352),has_input(UniProtKB:Q5MNZ9),has_input(UniProtKB:Q6ZNE5)	20150925	P
UniProtKB	O08775	Kdr	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P35968	10116	RGD	has_input(RNAcentral:URS0000666A9B_9606),part_of(GO:1904881)	20210108	P
UniProtKB	P35968	KDR	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000314	IDA	PMID:26879375		9606	BHF-UCL	has_input(RNAcentral:URS0000666A9B_9606),part_of(GO:1904881)	20210108	P
UniProtKB	O43474	KLF4	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000316	IGI	PMID:22267480	RNAcentral:URS00003768C5_9606	9606	BHF-UCL	part_of(GO:0071356),has_input(UniProtKB:P19320),occurs_in(CL:1000413)	20160311	P
UniProtKB	A0A8I5ZW83	Klf4	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:O43474	10116	RGD	part_of(GO:0071356),has_input(UniProtKB:P16581),regulates(GO:0050901),occurs_in(CL:1000413)	20160526	P
UniProtKB	A0A8I6B336	Klf4	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:O43474	10116	RGD	part_of(GO:0071356),has_input(UniProtKB:P16581),regulates(GO:0050901),occurs_in(CL:1000413)	20160526	P
UniProtKB	O43474	KLF4	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000316	IGI	PMID:22267480	RNAcentral:URS00003768C5_9606	9606	BHF-UCL	part_of(GO:0071356),has_input(UniProtKB:P16581),regulates(GO:0050901),occurs_in(CL:1000413)	20160526	P
UniProtKB	Q923V7	Klf4	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:O43474	10116	RGD	part_of(GO:0071356),has_input(UniProtKB:P16581),regulates(GO:0050901),occurs_in(CL:1000413)	20160526	P
UniProtKB	O43474	KLF4	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000316	IGI	PMID:22267480	RNAcentral:URS00003768C5_9606	9606	BHF-UCL	part_of(GO:0071356),has_input(UniProtKB:P13500),occurs_in(CL:1000413)	20160311	P
UniProtKB	P35951	Ldlr	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000315	IMP	PMID:24255059		10090	BHF-UCL	has_input(RNAcentral:URS0000329B12_10090),occurs_in(UBERON:0001508)	20160225	P
UniProtKB	P35952	Ldlr	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:96765	10116	RGD	has_input(RNAcentral:URS0000329B12_10090),occurs_in(EMAPA:17613)	20160225	P
UniProtKB	Q99538	LGMN	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000315	IMP	PMID:21237226		9606	ARUK-UCL	causally_upstream_of(GO:0004693),has_input(UniProtKB:P24864)	20180307	P
UniProtKB	Q9R0J8	Lgmn	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q99538	10116	RGD	causally_upstream_of(GO:0004693),has_input(UniProtKB:P24864)	20180307	P
UniProtKB	Q91ZX7	Lrp1	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000315	IMP	PMID:31023188		10090	BHF-UCL	has_input(UniProtKB:P04202),occurs_in(UBERON:0002012)|has_input(UniProtKB:P29268),occurs_in(UBERON:0002012)|has_input(UniProtKB:Q9JHI8),occurs_in(UBERON:0002012)	20210603	P
UniProtKB	G3V928	Lrp1	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:96828	10116	RGD	has_input(UniProtKB:P04202),occurs_in(EMAPA:17008)|has_input(UniProtKB:P29268),occurs_in(EMAPA:17008)|has_input(UniProtKB:Q9JHI8),occurs_in(EMAPA:17008)	20210603	P
UniProtKB	Q07954	LRP1	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000250	ISS	PMID:31023188	UniProtKB:Q91ZX7	9606	BHF-UCL	has_input(UniProtKB:P01137),occurs_in(UBERON:0002012)|has_input(UniProtKB:P29279),occurs_in(UBERON:0002012)|has_input(UniProtKB:Q9NPH5),occurs_in(UBERON:0002012)	20210603	P
UniProtKB	O75074	LRP3	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000315	IMP	PMID:28340487		9606	ARUK-UCL	occurs_in(CL:0002092),has_input(UniProtKB:Q15848)|occurs_in(CL:0002092),has_input(UniProtKB:P15090)|occurs_in(CL:0002092),has_input(UniProtKB:P06858)|occurs_in(CL:0002092),has_input(UniProtKB:P37231)	20191122	P
UniProtKB	O88204	Lrp3	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:O75074	10116	RGD	occurs_in(CL:0002092),has_input(UniProtKB:Q15848)|occurs_in(CL:0002092),has_input(UniProtKB:P15090)|occurs_in(CL:0002092),has_input(UniProtKB:P06858)|occurs_in(CL:0002092),has_input(UniProtKB:P37231)	20191122	P
UniProtKB	Q01986	Map2k1	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000316	IGI	PMID:28947594	UniProtKB:P36506	10116	BHF-UCL	has_input(RNAcentral:URS0000698C8E_10116),occurs_in(CL:0002591),part_of(GO:0036120)	20210108	P
UniProtKB	P36506	Map2k2	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000316	IGI	PMID:28947594	UniProtKB:Q01986	10116	BHF-UCL	has_input(RNAcentral:URS0000698C8E_10116),occurs_in(CL:0002591),part_of(GO:0036120)	20210524	P
UniProtKB	P10636	MAPT	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000315	IMP	PMID:23164821		9606	ARUK-UCL	occurs_in(UBERON:0000956),has_input(UniProtKB:P01100)	20170427	P
UniProtKB	P19332	Mapt	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P10636	10116	RGD	occurs_in(UBERON:0000956),has_input(UniProtKB:P01100)	20170427	P
UniProtKB	Q9P0L2	MARK1	acts_upstream_of	GO:0010629	negative regulation of gene expression	ECO:0000314	IDA	PMID:31281935		9606	ARUK-UCL	has_input(UniProtKB:P19022)	20210715	P
UniProtKB	O08678	Mark1	acts_upstream_of	GO:0010629	negative regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q9P0L2	10116	RGD	has_input(UniProtKB:P08670)	20210715	P
UniProtKB	Q9P0L2	MARK1	acts_upstream_of	GO:0010629	negative regulation of gene expression	ECO:0000314	IDA	PMID:31281935		9606	ARUK-UCL	has_input(UniProtKB:P08670)	20210715	P
UniProtKB	P51608	MECP2	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000314	IDA	PMID:23960241		9606	BHF-UCL	occurs_in(CL:0002618),has_input(UniProtKB:Q96EB6)	20171201	P
UniProtKB	Q00566	Mecp2	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P51608	10116	RGD	occurs_in(CL:0002618),has_input(UniProtKB:Q96EB6)	20171201	P
UniProtKB	O70138	Mmp8	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000315	IMP	PMID:25049354		10090	ARUK-UCL	occurs_in(CL:0000129),regulates_o_occurs_in(CL:0000129),part_of(GO:0150078),has_input(UniProtKB:P18893),part_of(GO:0032693)	20180823	P
UniProtKB	O88766	Mmp8	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:1202395	10116	RGD	occurs_in(CL:0000129),regulates_o_occurs_in(CL:0000129),part_of(GO:0150078),has_input(UniProtKB:P18893),part_of(GO:0032693)	20180823	P
UniProtKB	P22894	MMP8	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000250	ISS	PMID:25049354	UniProtKB:O70138	9606	ARUK-UCL	occurs_in(CL:0000129),regulates_o_occurs_in(CL:0000129),part_of(GO:0150078),has_input(UniProtKB:P18893),part_of(GO:0032693)	20180904	P
UniProtKB	P21757	MSR1	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:P30204	9606	ARUK-UCL	occurs_in(CL:0000129),has_input(UniProtKB:Q8WTV0)	20170530	P
UniProtKB	D3ZDS2	Msr1	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:98257	10116	RGD	occurs_in(CL:0000129),has_input(UniProtKB:Q61009)	20170530	P
UniProtKB	P30204	Msr1	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000315	IMP	PMID:11240025		10090	ARUK-UCL	occurs_in(CL:0000129),has_input(UniProtKB:Q61009)	20170530	P
UniProtKB	Q6VBQ5	Myadm	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q96S97	10116	RGD	has_input(UniProtKB:P05362)	20140204	P
UniProtKB	Q96S97	MYADM	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000315	IMP	PMID:23264465		9606	UniProt	has_input(UniProtKB:P05362)	20140204	P
UniProtKB	P04198	MYCN	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000314	IDA	PMID:21796614		9606	BHF-UCL	has_input(UniProtKB:Q9UBP4)	20160929	P
UniProtKB	Q63379	Mycn	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P04198	10116	RGD	has_input(UniProtKB:Q9UBP4)	20160929	P
UniProtKB	P19838	NFKB1	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000314	IDA	PMID:26687115		9606	BHF-UCL	has_input(RNAcentral:URS00005A4FBF_9606)	20210108	P
UniProtKB	Q63369	Nfkb1	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P19838	10116	RGD	has_input(RNAcentral:URS00005A4FBF_9606)	20210108	P
UniProtKB	Q497B7	Nkx3-1	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q99801	10116	RGD	has_input(UniProtKB:P10415)	20121218	P
UniProtKB	Q99801	NKX3-1	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000314	IDA	PMID:17486276		9606	UniProt	has_input(UniProtKB:P10415)	20121218	P
UniProtKB	P29477	Nos2	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000316	IGI	PMID:12085352	UniProtKB:P35228	10090	UniProt	has_input(UniProtKB:P24270)	20120413	P
UniProtKB	P35228	NOS2	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000316	IGI	PMID:12085352	UniProtKB:P29477	9606	UniProt	has_input(UniProtKB:P24270)	20120416	P
UniProtKB	Q06518	Nos2	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:97361	10116	RGD	has_input(UniProtKB:P24270)	20120413	P
UniProtKB	Q06518	Nos2	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P35228	10116	RGD	has_input(UniProtKB:P24270)	20120416	P
UniProtKB	P46531	NOTCH1	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000314	IDA	PMID:11306509		9606	UniProt	has_input(UniProtKB:P50553),part_of(GO:0071228)	20210805	P
UniProtKB	Q07008	Notch1	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P46531	10116	RGD	has_input(UniProtKB:P50553),part_of(GO:0071228)	20210805	P
UniProtKB	Q04721	NOTCH2	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000314	IDA	PMID:11306509		9606	UniProt	has_input(UniProtKB:P50553),part_of(GO:0071228)	20210805	P
UniProtKB	Q9QW30	Notch2	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q04721	10116	RGD	has_input(UniProtKB:P50553),part_of(GO:0071228)	20210805	P
UniProtKB	P97947	Nr0b2	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q15466	10116	RGD	has_input(UniProtKB:P22680)	20141205	P
UniProtKB	Q15466	NR0B2	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000315	IMP	PMID:19085950		9606	UniProt	has_input(UniProtKB:P22680)	20141205	P
UniProtKB	P58400	NRXN1	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000314	IDA	PMID:26078884		9606	ARUK-UCL	has_input(UniProtKB:Q9NRI5)	20170808	P
UniProtKB	Q63372	Nrxn1	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P58400	10116	RGD	has_input(UniProtKB:Q9NRI5)	20170808	P
UniProtKB	Q63373	Nrxn1	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P58400	10116	RGD	has_input(UniProtKB:Q9NRI5)	20170808	P
UniProtKB	P30990	NTS	acts_upstream_of	GO:0010629	negative regulation of gene expression	ECO:0000314	IDA	PMID:21806946		9606	ARUK-UCL	has_input(UniProtKB:P67775)	20210720	P
UniProtKB	P20068	Nts	acts_upstream_of	GO:0010629	negative regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P30990	10116	RGD	has_input(UniProtKB:P60484)|has_input(UniProtKB:O15524)	20210720	P
UniProtKB	P30990	NTS	acts_upstream_of	GO:0010629	negative regulation of gene expression	ECO:0000314	IDA	PMID:21806946		9606	ARUK-UCL	has_input(UniProtKB:P60484)|has_input(UniProtKB:O15524)	20210720	P
UniProtKB	Q16625	OCLN	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000315	IMP	PMID:21415414		9606	ARUK-UCL	has_input(UniProtKB:P57739),occurs_in(CL:0011108)	20191003	P
UniProtKB	Q6P6T5	Ocln	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:Q16625	10116	RGD	has_input(UniProtKB:P57739),occurs_in(CL:0011108)	20191003	P
UniProtKB	Q61146	Ocln	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000315	IMP	PMID:21415414		10090	ARUK-UCL	has_input(UniProtKB:O88552),occurs_in(UBERON:0002108)	20191003	P
UniProtKB	Q6P6T5	Ocln	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:106183	10116	RGD	has_input(UniProtKB:O88552),occurs_in(EMAPA:32834)	20191003	P
UniProtKB	O70156	Olr1	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000315	IMP	PMID:28108289		10116	BHF-UCL	has_input(RNAcentral:URS000075AF27_10116),occurs_in(CL:0002591),part_of(GO:0071456)	20210524	P
UniProtKB	P33533	Oprd1	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	UniProtKB:P41143	10116	RGD	has_input(UniProtKB:P37840),part_of(GO:0071456)	20140807	P
UniProtKB	P41143	OPRD1	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000314	IDA	PMID:24613828		9606	ParkinsonsUK-UCL	has_input(UniProtKB:P37840),part_of(GO:0071456)	20140807	P
UniProtKB	A0A8I6GIM7	Ovol2	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:1338039	10116	RGD	part_of(GO:0071560),part_of(GO:0010717),has_input(UniProtKB:Q64318)|part_of(GO:0071560),part_of(GO:0010717),has_input(UniProtKB:Q9R0G7)|part_of(GO:0071560),part_of(GO:0010717),has_input(UniProtKB:P26687)|part_of(GO:0071560),part_of(GO:0010717),has_input(UniProtKB:A5D6P6)|part_of(GO:0071560),part_of(GO:0010717),has_input(UniProtKB:P97469)|part_of(GO:0071560),part_of(GO:0010717),has_input(UniProtKB:A0A571BF63)|part_of(GO:0071560),part_of(GO:0010717),has_input(UniProtKB:P20152)|part_of(GO:0071560),has_input(UniProtKB:P15116)	20180517	P
UniProtKB	D4A5U5	Ovol2	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000266	ISO	GO_REF:0000096	MGI:MGI:1338039	10116	RGD	part_of(GO:0071560),part_of(GO:0010717),has_input(UniProtKB:Q64318)|part_of(GO:0071560),part_of(GO:0010717),has_input(UniProtKB:Q9R0G7)|part_of(GO:0071560),part_of(GO:0010717),has_input(UniProtKB:P26687)|part_of(GO:0071560),part_of(GO:0010717),has_input(UniProtKB:A5D6P6)|part_of(GO:0071560),part_of(GO:0010717),has_input(UniProtKB:P97469)|part_of(GO:0071560),part_of(GO:0010717),has_input(UniProtKB:A0A571BF63)|part_of(GO:0071560),part_of(GO:0010717),has_input(UniProtKB:P20152)|part_of(GO:0071560),has_input(UniProtKB:P15116)	20180517	P
UniProtKB	Q8CIV7	Ovol2	involved_in	GO:0010629	negative regulation of gene expression	ECO:0000314	IDA	PMID:28455959		10090	ARUK-UCL	part_of(GO:0071560),part_of(GO:0010717),has_input(UniProtKB:Q64318)|part_of(GO:0071560),part_of(GO:0010717),has_input(UniProtKB:Q9R0G7)|part_of(GO:0071560),part_of(GO:0010717),has_input(UniProtKB:P26687)|part_of(GO:0071560),part_of(GO:0010717),has_input(UniProtKB:A5D6P6)|part_of(GO:0071560),part_of(GO:0010717),has_input(UniProtKB:P97469)|part_of(GO:0071560),part_of(GO:0010717),has_input(UniProtKB:A0A571BF63)|part_of(GO:0071560),part_of(GO:0010717),has_input(UniProtKB:P20152)|part_of(GO:0071560),has_input(UniProtKB:P15116)	20180517	P
